member_id,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,addr_state,last_pymnt_d,last_pymnt_amnt
1202995,35000,35000, 36 months,8.9,1111.37,A,IBM ,10+ years,MORTGAGE,144000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Funds will be used to expand my photography and video production small business.<br/> Borrower added on 10/06/11 > Funds will be used to expand photography and video production small business.<br/> Borrower added on 10/06/11 > Funds will be used to further equip a small business of video production and photography, in which we produce online product promotion videos for corporate customers.<br/> Borrower added on 10/07/11 > The customers and project opportunities are ready, the funds will help equip for these opportunities.<br/>",other,Small Business,NY,May-2014,2505.12
1202772,18500,18475, 36 months,7.9,578.87,A,Goel Services,< 1 year,RENT,85000,Verified,Oct-2011,Charged Off,,wedding,Wedding Loan,VA,May-2012,250
1202989,14225,13975, 60 months,12.42,319.46,B,State Bar of Georgia,10+ years,MORTGAGE,80000,Source Verified,Oct-2011,Current,  Borrower added on 10/06/11 > pay off credit cards<br/>,debt_consolidation,Debt Consolidation Loan,GA,Jan-2016,319.46
1202968,19000,19000, 60 months,19.91,502.44,E,Timmons Group,3 years,MORTGAGE,58000,Source Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Looking for a consolidation loan for high intrest credit cards, personal loans and a motorcycle loan.<br/>",debt_consolidation,Debt Consolidation Loan,VA,Sep-2013,14316.44
1163591,15000,14900, 60 months,17.58,377.49,D,Chicago Transit Authority,10+ years,MORTGAGE,61651,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > I plan to use this loan to pay off all high APR credit card balances. I go to work everyday full-time and have been with the same company for 10+ years.<br/>,debt_consolidation,pay off,IL,Feb-2013,12581.62
1139468,10000,10000, 36 months,16.29,353.01,D,AM Falero Insurance,5 years,MORTGAGE,120000,Not Verified,Oct-2011,Charged Off,,wedding,Wedding Loan,FL,Oct-2013,353.01
1202973,12000,12000, 60 months,12.69,271.14,B,k t feldspar,4 years,MORTGAGE,40904,Not Verified,Oct-2011,Fully Paid,,home_improvement,heat pump & covered front porch,NC,Feb-2014,7610.35
1169246,12000,12000, 36 months,6.03,365.23,A,Curtis Wright,1 year,MORTGAGE,100000,Not Verified,Oct-2011,Fully Paid,,credit_card,Refy Loan,CA,Apr-2013,6638.85
1201836,6000,6000, 36 months,7.51,186.67,A,Honolulu Academy of Arts,2 years,MORTGAGE,82000,Source Verified,Oct-2011,Fully Paid,,home_improvement,Home Improvement Loan,HI,Mar-2012,2416.85
1189548,6250,6250, 60 months,12.42,140.36,B,TowerBank,1 year,RENT,16000,Source Verified,Oct-2011,Charged Off,,small_business,Winning Loan,OH,Feb-2012,140.36
1201713,21850,21850, 36 months,12.42,730.13,B,Texas AirSystems,4 years,MORTGAGE,50000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > This will be used to pay off remaining debt and consolidate to one monthly payment.  Thank you for your consideration<br/>,debt_consolidation,3 Year Debt Consolidation,TX,Oct-2014,745.45
1193163,11400,11400, 36 months,7.51,354.67,A,Human Development Association,10+ years,RENT,30000,Source Verified,Oct-2011,Fully Paid,,other,Home improvement,NY,Oct-2014,376.08
1202929,7000,7000, 36 months,7.51,217.78,A,,n/a,OWN,22800,Not Verified,Oct-2011,Charged Off,,other,Home Improvement,FL,Feb-2014,242.52
1202726,35000,35000, 36 months,10.65,1140.07,B,Smith & Nephew ,6 years,MORTGAGE,225000,Verified,Oct-2011,Charged Off,,debt_consolidation,Debt Consolidation Loan ,MD,Dec-2014,1542.02
1202046,7000,7000, 36 months,6.03,213.05,A,american pure spring water,10+ years,MORTGAGE,96000,Verified,Oct-2011,Fully Paid,,car,van loan,SC,Oct-2014,214.5
1202259,1600,1600, 60 months,20.3,42.66,E,Ed Pickens Cafe on Main,2 years,RENT,18000,Not Verified,Oct-2011,Fully Paid,,other,cars repairs,OH,Feb-2014,1092.8
1115748,5000,5000, 36 months,11.71,165.38,B,Consensus Inc.,< 1 year,RENT,35000,Source Verified,Oct-2011,Fully Paid,,credit_card,Credit Refinance,CA,Oct-2014,169.89
1202421,9800,9800, 36 months,13.49,332.52,C,SIEDC,4 years,RENT,60000,Not Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Working at a stable full-time job, and have never been late or missed a payment on any account ever, and don't intend to change this behavior going forward, so this will certainly be a good investment for you.<br/>",debt_consolidation,Fund this Loan! Never missed/L8 payment,NJ,Nov-2014,12.33
1200907,8000,8000, 36 months,16.77,284.31,D,Fifth Third Bank,5 years,MORTGAGE,65000,Verified,Oct-2011,Charged Off,  Borrower added on 10/06/11 > To combine High interest Credit Card debt and consolidate into one loan. One monthly payment.<br/>,debt_consolidation,Debt Cons,IL,Dec-2012,284.31
1202232,6000,6000, 36 months,12.69,201.27,B,safeway inc,6 years,RENT,34000,Verified,Oct-2011,Fully Paid,,credit_card,CC_Refi,TX,Oct-2014,205.89
1202183,15000,14750, 60 months,14.27,351.13,C,Spokane Community College,9 years,MORTGAGE,55000,Source Verified,Oct-2011,Late (31-120 days),,debt_consolidation,Blue Sky,WA,Oct-2015,351.13
1202397,10000,10000, 36 months,13.49,339.31,C,market street inn,6 years,MORTGAGE,45600,Not Verified,Oct-2011,Fully Paid,,small_business,apartment,MD,Oct-2014,344.1
910027,7000,7000, 36 months,12.42,233.91,B,InnerSea Discoveries,< 1 year,RENT,37200,Source Verified,Oct-2011,Fully Paid,"  Borrower added on 10/05/11 > Just trying to get down to one payment every month. With the extra money, I plan to get my new car registered and visit my family in Ohio for Thanksgiving.<br/>",debt_consolidation,One Payment Per Month,OH,Nov-2014,5.81
1202375,16000,16000, 36 months,6.03,486.97,A,,7 years,MORTGAGE,180000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > Consolidate a current loan for a more favorable rate.<br/>,debt_consolidation,Loan Consolidation,NC,Oct-2012,11473.59
1202347,11000,11000, 36 months,6.03,334.8,A,US Air Force,10+ years,MORTGAGE,120000,Source Verified,Oct-2011,Fully Paid,,home_improvement,Windows,WA,Nov-2014,2.66
1202196,4200,4200, 60 months,14.27,98.32,C,Farmers Insurance,1 year,RENT,40000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,Consolidate My Debt,CA,Jan-2014,218.35
1197085,9500,9500, 36 months,7.51,295.56,A,Home Depot,1 year,MORTGAGE,38880,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > Car<br/> Borrower added on 10/06/11 > Need a car loan.<br/>,car,Car Loan,IL,Sep-2012,1379.39
1200475,8000,8000, 36 months,6.62,245.63,A,Wachter Electric,7 years,MORTGAGE,55000,Not Verified,Oct-2011,Fully Paid,,credit_card,credit card consolidation,KS,May-2013,4009.56
1003452,12000,12000, 36 months,6.62,368.45,A,Texas Tech HSC School of Nursing,9 years,MORTGAGE,59500,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I will use these funds to refinance my credit card debt with a lower interest rate. I have a very stable job and a great credit history. Thank you for your considerations!<br/>,credit_card,Chase Payoff,TX,Feb-2014,1048.87
1201913,15000,15000, 36 months,7.9,469.36,A,,2 years,RENT,85000,Source Verified,Oct-2011,Fully Paid,,small_business,Video Production Equipment Loan,NJ,Nov-2013,5440.45
1202118,5000,5000, 36 months,8.9,158.77,A,Florence  and  Hutcheson Consulting Engineers,< 1 year,RENT,47000,Source Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > Debt consolidation loan to pay off small, high interest credit card debt with a lower interest loan.<br/>",debt_consolidation,Debt Consolidation,KY,May-2013,2428.96
1172160,10225,10225, 36 months,14.65,352.71,C,Westside Oral Surgery,4 years,RENT,50000,Verified,Oct-2011,Fully Paid,,credit_card,credit card consolidation,NM,May-2013,5740.98
1202039,15000,14900, 60 months,19.91,396.66,E,pepsi bottling group,10+ years,RENT,46500,Verified,Oct-2011,Current,"  Borrower added on 10/06/11 > i am planning to pay off all debts to have only one monthly payment, so a personal loan is the best option.<br/>",debt_consolidation,LOAN,NJ,Jan-2016,396.66
1097944,15000,15000, 36 months,13.49,508.96,C,Park Hill School District,10+ years,MORTGAGE,72000,Verified,Oct-2011,Fully Paid,,debt_consolidation,Credit Card Cut Up,MO,Oct-2014,521.06
1200792,17625,17625, 60 months,23.91,506.12,G,Fidelity - HRA,2 years,MORTGAGE,400000,Verified,Oct-2011,Charged Off,,other,Personal debt payments,TX,Feb-2015,506.12
1201866,27500,27400, 60 months,12.69,621.36,B,Kana Inc,6 years,RENT,78000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/07/11 > I plan to use the loan to pay off higher interest debt and medical bills. I've never defaulted on a loan and have always paid on time. My job is very stable. I've been with my company for 7 years.<br/>,debt_consolidation,Debt Consolidation,CA,Feb-2012,26781.6
1193107,20000,20000, 60 months,22.06,553.07,F,,n/a,MORTGAGE,55200,Verified,Oct-2011,Fully Paid,,debt_consolidation,debt consoladation,PA,Jun-2015,8243.39
1202008,5000,5000, 36 months,7.51,155.56,A,directv,3 years,RENT,36000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > car restoration<br/>,major_purchase,major purchase,CA,May-2012,4271.15
1200594,8500,8500, 36 months,6.03,258.71,A,dunkirk public schools,10+ years,MORTGAGE,86000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,creditloan,NY,Oct-2014,260.15
1202004,8875,8875, 36 months,7.9,277.71,A,Centinela State Prison,10+ years,MORTGAGE,58044,Source Verified,Oct-2011,Charged Off,,debt_consolidation,My Loan,CA,Sep-2012,277.71
1201999,3500,3500, 36 months,7.9,109.52,A,Fry Hammond Barr,3 years,RENT,40000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Debt consolidation,FL,Jun-2012,1882.2
1116233,20000,19925, 60 months,20.3,533.23,E,Insperity,5 years,OWN,65000,Verified,Oct-2011,Current,,debt_consolidation,Debt Consolidation Loan,TX,Dec-2015,533.23
1201816,4200,4200, 60 months,8.9,86.99,A,Bobby's Concrete,1 year,MORTGAGE,50004,Not Verified,Oct-2011,Current,,other,Personal Loan,NC,Jan-2016,86.99
1201978,10000,10000, 36 months,6.62,307.04,A,lowes h.w.i,10+ years,MORTGAGE,98000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > get the new loan to pay higher rate from credit cards..thank you<br/>,debt_consolidation,personal loan,CA,Nov-2014,9.26
1201963,16000,16000, 36 months,6.03,486.97,A,xpedite technologies inc,4 years,RENT,85000,Source Verified,Oct-2011,Fully Paid,,major_purchase,Personal Loan,MD,Aug-2012,3572.13
1201393,3600,3600, 36 months,6.03,109.57,A,CareFusion ,3 years,MORTGAGE,84554.16,Not Verified,Oct-2011,Fully Paid,,car,Work Car Loan,TX,Oct-2012,1964.06
1201267,9000,9000, 36 months,9.91,290.03,B,Lion Sleep Labs,< 1 year,OWN,60000,Source Verified,Oct-2011,Fully Paid,,car,Ural motorcycle loan,IL,May-2014,1709.38
1201688,15250,15250, 60 months,20.89,411.63,F,City of North Myrtle Beach,2 years,RENT,30696,Verified,Oct-2011,Current,,debt_consolidation,Consolidation,VA,Jan-2016,411.63
1201712,13225,12975, 60 months,7.9,267.53,A,community first bank ,7 years,MORTGAGE,30000,Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > thank you<br/>,debt_consolidation,debt consolidation loan ,AR,Jul-2015,4097.94
1201792,5000,5000, 36 months,8.9,158.77,A,LendingClub,< 1 year,RENT,41000,Source Verified,Oct-2011,Charged Off,,credit_card,Pay off American Express,CA,Nov-2013,158.77
1201927,7200,7200, 36 months,12.69,241.53,B,gwinnett board commissioners,10+ years,RENT,35000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > lending club is the best way to become debt free and financially stable to face a bright future<br/>,debt_consolidation,debtfree,GA,Oct-2014,246.32
1108834,20000,20000, 60 months,12.42,449.15,B,Unitrin Specialty,5 years,OWN,66000,Verified,Oct-2011,Fully Paid,"  Borrower added on 09/21/11 > I would like to pay off some debt, do some home repairs, dental work and just have one payment.<br/><br/>I have been in the same job industry for over 18 years, currently in same position for almost 5 yrs. <br/>I have no bankruptcies, great credit, and pay my bills every month.<br/>Borrower added on 09/21/11 > I would like to pay off some debt, do some home repairs, dental work and just have one payment.<br/><br/>I have been in the same job industry for over 18 years, currently in same position for almost 5 yrs. <br/>I have no bankruptcies, great credit, and pay my bills every month.<br/>",credit_card,Freedom,CA,Mar-2013,15978.17
1108044,14125,14125, 36 months,10.65,460.1,B,"SAC Plastics, Inc.",8 years,MORTGAGE,31850,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,Consolidation Loan,MI,Oct-2014,468.71
1187788,17000,17000, 36 months,14.27,583.26,C,FEDEX,10+ years,MORTGAGE,74000,Verified,Oct-2011,Fully Paid,,debt_consolidation,PERSONAL LOAN,CA,Oct-2013,7082.17
1181588,10000,10000, 36 months,16.29,353.01,D,Franciscan St. James Hospital,10+ years,MORTGAGE,68000,Not Verified,Oct-2011,Fully Paid,,credit_card,My credit card payoffs,IL,Nov-2014,4.46
1200100,11400,11400, 36 months,17.58,409.74,D,Sunrise Optometry,10+ years,RENT,50000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,Credit Consolidation,CA,Jul-2014,1610.28
1201663,7000,7000, 36 months,6.62,214.93,A,The University of Texas at Austin,5 years,RENT,21600,Not Verified,Oct-2011,Fully Paid,,credit_card,reduce credit card rate,TX,Nov-2014,8.29
1201742,25000,24750, 60 months,12.42,561.44,B,Granite Construction Inc,5 years,MORTGAGE,175000,Source Verified,Oct-2011,Fully Paid,,debt_consolidation,consol,CA,Jul-2012,22723.96
1201721,4000,3750, 60 months,11.71,88.4,B,Off-Grid Electric,3 years,RENT,42000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > I'll be using the loan for a motorcycle. 2008 Aprilia Shiver 750<br/>,car,Motorcycle,PA,Sep-2012,766.15
1201505,6000,6000, 36 months,6.03,182.62,A,Manatawny Manor,10+ years,RENT,20400,Not Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > I've been employed at the same company for over 10 years, and with my exceptional credit score, I am the perfect recipient for this loan.<br/>",vacation,Personal Loan,PA,Jun-2013,2984.58
1201216,4000,4000, 36 months,6.62,122.82,A,Perdue Farms Inc.,10+ years,MORTGAGE,90000,Verified,Oct-2011,Fully Paid,"  Borrower added on 10/06/11 > I have 20+ years with the same company, excellent credit history, never a late or delinquent payment.  Will be paying off a small 401K loan and doing some winterizing to our home.<br/>",other,Repay 401K loan,PA,Nov-2014,4.03
1201621,5000,5000, 36 months,10.65,162.87,B,Massage Envy,4 years,RENT,25591,Not Verified,Oct-2011,Fully Paid,,small_business,Small Business Loan,FL,Apr-2013,3000.84
1201488,12000,12000, 36 months,11.71,396.92,B,Citrix,< 1 year,MORTGAGE,70000,Not Verified,Oct-2011,Fully Paid,,debt_consolidation,"$12,000",FL,Aug-2012,9476.31
1201617,12000,12000, 36 months,16.29,423.61,D,Cognizant Solutions,5 years,RENT,81000,Not Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > My funds are for my personal needs and my job is permanent.<br/>null,debt_consolidation,Personal Loan,DE,Apr-2014,1796.86
1099857,12000,12000, 36 months,8.9,381.04,A,Food and Drug Administration,9 years,MORTGAGE,100000,Source Verified,Oct-2011,Fully Paid,,other,Debt consolidation,FL,Nov-2014,8.02
1201618,12000,11900, 60 months,15.27,287.19,C,,< 1 year,MORTGAGE,43200,Verified,Oct-2011,Fully Paid,  Borrower added on 10/06/11 > I plan to use these funds to consolodate my debt and get things in order for my Family before my upcoming deployment with the Air Force Reserves. I also plan to use some of these funds to finish some home improvement projects I have nearly completed to continue to add to my home value.<br/>,debt_consolidation,Debt Consolidation,CT,Sep-2015,3759.48
1094067,15250,15250, 60 months,12.69,344.57,B,Assurant Health,10+ years,MORTGAGE,55000,Verified,Oct-2011,Current,,debt_consolidation,Help,WI,Jan-2016,344.57
1201607,6000,5750, 36 months,7.9,187.75,A,Trader Joes,8 years,RENT,35000,Source Verified,Oct-2011,Fully Paid,  Borrower added on 10/05/11 > This will be my third time using lendingclub as a borrower.  My first two loans have been paid off in full without late payments or delays.  It is time to rid myself of some credit card debt I have accumulated.  Thank you for lending!<br/>,credit_card,Goodbye Credit Card debt,WA,Jun-2013,3031.57
